gene	logFC	padj
IFT80	-0.174037301	0.141771117
ERLEC1	0.037811966	0.60613148
PPP2R5B	0.592101719	0.004991381
PYGM	2.067105735	0.018252895
MAST4	-0.460765787	0.213845496
ADGRF5	1.052315239	0.239727222
SDK2	1.80235278	0.006806005
NUP133	-0.157589956	0.088230489
NUCKS1	-0.152207056	0.06560137
VPS35	-0.074819446	0.19030721
DNAJA2	-0.05327221	0.480730702
KCNAB2	0.404344774	0.063311276
ABCC9	-1.064100446	0.499079711
GAL	0.149089948	0.582891972
CLEC2D	0.059225932	0.863682062
FUNDC1	0.049102097	0.931809955
MAOB	-0.398909829	0.724386514
TGFBR3	-0.352026942	0.203210173
PLA2G10	1.138813538	0.093156306
ATP1B3	-0.08458137	0.570044586
NEDD4	-0.328114284	0.045250079
PIGB	0.077615837	0.474655214
MAPK6	-0.31407989	0.005230793
GNB5	0.151771817	0.13459894
RAB27A	0.149995917	0.217063765
HDHD5	-0.095492006	0.295719091
UFD1	-0.133149824	0.230801308
LRP6	0.41891247	6.67E-05
GUCY2C	-1.433934276	0.473376809
PHRF1	0.243512781	0.018173212
NUCB2	0.112592387	0.346682817
PFN2	-0.270054838	0.002206283
PTPN3	0.357021816	0.008991479
SPTB	0.123232399	0.824622714
DAPP1	-0.446380458	0.594345741
SLC44A1	-0.061125008	0.745453987
TMEM260	0.442255697	0.001051325
SMG6	0.305452992	0.01171108
EXOC5	-0.30395368	0.00161197
CLTCL1	0.303982397	0.040317064
FSTL3	0.919061859	0.001765905
DGCR2	0.398155474	0.002221265
RNF126	-0.132361595	0.166561162
POLB	-0.19474496	0.178655596
ST6GALNAC1	0.476256831	0.138881022
WIPI1	0.210500506	0.317043148
GBA2	-0.061156925	0.612318173
NDST1	0.136688395	0.28755361
ASNS	-0.732710489	0.011539279
AP3M2	-0.328196752	0.041873494
ST6GALNAC2	0.415330283	0.304924799
PABPC1	-0.064850016	0.427925326
TESK2	-0.165763902	0.664707107
CFAP20	-0.235104281	0.060488348
PTPN21	0.256615079	0.107479123
EIF2B3	-0.15665419	0.177755788
TCOF1	-0.355450352	0.003361297
CDC42	-0.265277725	0.002434649
OSBPL3	-0.563576019	0.002531933
EPHA8	-0.361610495	0.865708067
SLC12A3	2.063533191	0.056885497
RAD18	-0.553614983	0.000369832
ATP2B1	-0.171132304	0.256307664
NCK2	0.314632251	0.009105621
MAP4K4	-0.640242374	0.001300088
MGAT4A	0.38661741	0.187159899
RPL31	-0.121908493	0.38882867
WDR1	0.019791142	0.781957727
SNX13	-0.023159633	0.758317333
ARHGAP10	-0.253720109	0.041945851
RPS6KA2	0.31056422	0.679875374
VASH1	0.588805999	0.036464047
BUD23	-0.161786487	0.069892679
SEL1L	0.590053696	0.001112173
ATP6AP1	0.667191985	0.021732324
TRIB2	0.553555471	0.332085456
DAZAP1	-0.297921343	0.005752267
FAM50A	-0.00776025	0.932230118
FAM3A	0.164611185	0.070984877
CPSF1	0.112281296	0.267755412
MYO3B	-0.615738615	0.661588384
CYBRD1	0.601994743	0.00906542
PDCD2	0.122851094	0.126301226
SLC6A15	-0.960797628	0.462669991
RDH11	0.121678966	0.197671923
PRKACA	-0.040697969	0.701964041
ADGRL1	0.374735628	0.013676962
ZFYVE26	0.150801068	0.17303111
RPS6KA6	-0.436089341	0.47985921
EPN2	0.034609515	0.767099384
PTPN18	-0.007639397	0.949077524
LIMS2	0.174039239	0.809659728
ASIC4	0.749351104	0.877631036
SPEG	0.70885534	0.047176058
LNX1	-0.47148024	0.065664673
ALDH3A2	-0.015831532	0.881621985
TFRC	0.137352813	0.205091988
UBE2D1	0.043427426	0.750349456
MPP5	-0.051431027	0.458580419
RHOBTB1	-0.594166391	0.453977394
SMC1A	-0.437023113	0.000627331
HSD17B10	-0.0870584	0.316295266
MARK2	0.093318925	0.137162525
HMMR	-0.650659548	0.000433189
CHFR	-0.204340198	0.019880249
TRHDE	-0.448462198	0.084136775
P4HA2	0.574895207	0.004843913
TRNT1	-0.056167417	0.607068028
ACADVL	-0.124878735	0.085275322
STK10	0.001594316	0.993266004
CRMP1	-0.573704981	0.632076594
EVC	-1.005901434	0.414987866
DERL2	0.005342175	0.967668198
SIDT1	0.411547774	0.674121845
NDE1	-0.333485848	0.002652903
IRAG1	-0.633087316	0.592004376
TMEM38A	0.417501953	0.043246272
AP1M1	-0.282886928	0.007824507
PVR	-0.193543464	0.160447729
XRCC1	-0.077089151	0.462185559
SCARB1	0.370829561	0.014546265
CYP2W1	1.389287447	0.065600663
MCM2	-0.236127901	0.034714349
PANX2	-0.036527055	0.907950964
SELENOO	0.137851129	0.266257869
ALPK1	0.22339854	0.082170593
LLGL2	0.441781909	0.00699879
PDE8A	-0.161007798	0.095178486
CLCN4	-0.291138255	0.310037937
NLE1	-0.176379859	0.187979924
SDHA	-0.069602459	0.525294011
GSDMB	0.807769818	0.0027273
ADAM11	0.419812386	0.594019682
PPP2R3A	0.27018135	0.045612108
FERMT2	-0.694526237	0.000225642
ABCB11	0.209173821	0.673759561
DHRS9	-0.587667786	0.216965525
PTGS2	-0.96468838	0.151807446
IGF2BP2	-0.428286322	0.000275489
MAP3K13	-0.186410314	0.098893763
ST6GAL1	-0.445140694	0.351888227
FRY	-0.475807199	0.449409688
NSF	0.543203013	0.000211987
CLASP1	0.60046849	0.000237606
MRPS34	-0.069214447	0.285706649
CLNS1A	-0.195442087	0.002500664
PPP2R2C	0.228130666	0.327649964
SNCB	1.106502532	0.159223385
NCBP3	-0.048373036	0.463227973
ATP2A3	1.087152494	0.034285107
CA12	0.705209057	0.027772844
MGLL	-0.982903993	0.013749689
NTN4	0.249874587	0.970582996
BCS1L	-0.263744098	0.060018882
NUAK1	0.409541896	0.10752466
DPP8	0.103208709	0.168228748
SLC24A1	0.291704784	0.052883764
SCARF1	0.669005316	0.470158361
LMAN1	0.200768305	0.070056325
HACD3	0.215344571	0.005751716
IPCEF1	0.182290625	0.905249513
ZZEF1	0.222309508	0.047627137
MYDGF	0.091453602	0.702962803
ANO8	0.63454089	0.019154837
TUBE1	-0.622005507	0.006015852
ARHGEF10L	0.623445398	0.000882664
TXK	-0.186957198	0.684499113
KCNQ2	0.809594977	0.081734608
TACR2	-0.121140895	0.983978517
TIPIN	-0.585165823	0.000978176
SRI	-0.212866655	0.099636021
EIF4G3	0.133641223	0.043441229
NUP37	-0.435173374	0.000594299
SEMA3A	-0.365848631	0.226940832
GTSE1	-0.379515122	0.041728216
SEMA3C	-0.495609144	0.019249796
TTC38	0.120470915	0.208916713
ACAT1	-0.168830922	0.15822169
GRAMD4	0.607361355	0.006237313
CELSR1	0.758630171	0.000465689
SLC25A40	-0.085015898	0.438697418
TIMM21	-0.120976455	0.187505347
ADD2	-0.224897931	0.841492707
RASAL2	-0.110989166	0.101155079
VPS9D1	0.11724853	0.561959489
MARK3	-0.087435358	0.253031458
SLC25A3	-0.009171828	0.91991013
FNDC3B	0.167108014	0.039125861
CACNG4	0.796049384	0.12314514
FRYL	-0.269897768	0.00277537
TMEM131	-1.173207078	9.99E-06
FSCN1	-0.354945055	0.013150922
MOCOS	0.088774282	0.677772829
PLD1	0.378668649	0.029795518
WDR62	-0.472842315	0.005991289
DLG1	-0.468010238	0.001651512
RAB7A	-0.040083973	0.46497307
BCAP29	0.238148676	0.013723176
SEC31B	0.175734034	0.679202161
SART3	-0.115701085	0.066749124
EXOSC7	-0.269161705	0.017627402
KIFAP3	-0.138577838	0.241437548
MKRN2	-0.106960225	0.171258114
MCM6	-0.508963872	0.000521832
REXO2	-0.389253699	0.000600663
RBM7	-0.068104849	0.41122943
RBMS2	-0.803549633	0.000606095
PTPN23	0.267279083	0.002650345
MLH1	0.137773881	0.06818275
UNG	-0.162236768	0.024002244
FMO4	-0.142099585	0.907950964
KLHL20	0.162935164	0.144328736
RGS11	0.886180595	0.42181018
SLC46A1	0.387325425	0.006541445
PLXNA2	0.092393799	0.852008082
SPAG5	-0.022442299	0.884438816
ANKRD13A	0.273640755	0.040639971
TPD52	-0.133098433	0.359752629
ACACB	0.313597233	0.17153764
TRAF4	0.132372207	0.239431024
PAG1	-0.535204536	0.32069572
GPATCH1	-0.018917428	0.864400706
ICAM3	-0.324131545	0.071705074
NT5C2	-0.015011472	0.915121126
MCAM	0.02661358	0.944000328
GPC4	-0.52589695	0.486011986
MBNL3	-0.060778141	0.898336669
CAMSAP3	0.611211368	0.00022675
RAP1GAP	0.454279535	0.041602689
XAB2	-0.490982966	0.000638606
ARHGEF1	-0.250469652	0.060155808
STXBP2	0.094646802	0.772719315
MAP2K7	0.008990538	0.929087891
DGKD	-0.917179857	0.000129714
CTTNBP2	-0.745881421	0.439642198
TOP2B	-0.128031997	0.079831749
TM9SF3	0.04758469	0.444283513
UBE2T	-0.790285889	0.001526265
PPP1R12B	0.250457013	0.038659566
DNAJC10	-0.163187524	0.061171236
GTF3C1	0.300718305	0.019319728
IL4R	-0.074797095	0.237716978
USP33	-0.054462046	0.556525198
SNRPA	-0.228521802	0.019964952
EXOSC5	-0.115102143	0.351931564
DYNC1I2	-0.307335681	0.000675096
LRCH4	0.152967865	0.234438836
FAM76B	-0.074274817	0.483107727
POLD3	0.644709154	0.000508561
CAPZB	-0.017930881	0.903265468
GPR137B	-0.096750031	0.492551413
SLC25A43	0.102170141	0.702557355
UBE2A	-0.078386752	0.211155096
SMC1B	-0.099442659	0.866998497
FBLN1	0.442373565	0.070812364
MAP2	-0.192563228	0.140959684
ARAF	0.027262835	0.771133923
MCCC1	0.405401624	0.00125601
LAMP3	0.706721254	0.058059064
NEBL	0.021156458	0.93863577
ACER3	-0.167703648	0.274977946
UBE2K	-1.115741909	6.75E-05
PIK3C3	0.394514697	0.001419605
N4BP2	-0.777094353	0.000853989
TIGAR	-0.004895154	0.961813628
SYNJ2	-0.02671104	0.886771463
ADCY2	1.673522093	0.081218036
PPP2R5C	-0.173702169	0.010078827
RBFOX1	-0.2838695	0.841967195
GNB1	0.767062675	4.10E-05
EDN1	0.433340207	0.491308248
ZCWPW1	-0.096956326	0.600453588
NRDC	-0.113256077	0.13486195
VDAC3	-0.155219546	0.084875298
PCM1	-0.129262943	0.066397118
TNRC6C	1.099082626	0.000455409
BRINP1	-1.156342309	0.327271091
PKD2L2	-0.899725902	0.59663737
TP53INP2	0.902793373	0.001719135
SDF4	0.265506898	0.012101985
MYH7B	0.901621989	0.111228097
BPIFB2	-1.05746989	0.443352554
TOLLIP	0.13611852	0.137642587
UBE2D4	0.046854514	0.777080056
CDH17	-0.086227128	0.908781303
THOC1	-0.258251098	0.014310642
FKBP7	-0.470596088	0.048242801
OSBPL6	-0.329487224	0.25571417
SLC1A3	0.576875209	0.398104815
XRCC5	-0.430244364	0.000125341
LXN	0.059330856	0.927801333
MKNK1	0.06132992	0.391372929
TNS1	0.867566437	0.152726959
REXO1	-0.172712742	0.023211036
SAR1A	-0.127134748	0.177905692
CDC14A	0.351033065	0.052997514
RAPGEF3	-0.237046172	0.828499832
CEACAM1	-0.367154903	0.319700946
DUSP13	-0.252720993	0.732765301
LIPE	-0.821301724	0.351588055
FDFT1	0.10895343	0.240385268
PAFAH1B3	0.153810937	0.171258114
OPHN1	0.353740719	0.103787511
KIF22	-0.536657738	0.001377259
SCGN	-1.723005043	0.390635598
CARMIL1	-0.444882894	0.001929257
PGM1	0.155703998	0.159081672
DNM2	0.195916605	0.123960728
EPB41L2	-0.632447304	0.000592235
MOXD1	-0.652931558	0.52220497
STX7	0.159831925	0.056834677
RABL2B	-0.351167151	0.010274281
KEAP1	0.018565523	0.775221527
DDX43	-0.07031006	0.807431443
PTPRH	0.833442224	0.00021703
SLC35C2	-0.022739224	0.803210375
CRYBG3	0.13058894	0.063341215
EPHA6	0.029262604	0.985340971
RIF1	-0.309087908	0.00138385
RAB21	-0.21619626	0.004133118
SLC4A4	0.30508501	0.757425733
SESN1	0.268618798	0.244113764
MID2	0.209786714	0.220534365
COL5A3	1.056756918	0.247929232
PUM3	-0.246868538	0.063311276
CHRNA3	0.690618442	0.335068943
CNOT4	0.08529534	0.325114432
CPOX	-0.183937111	0.093933129
CLDND1	0.375029542	0.000963711
MOK	-0.616659675	0.026241263
HSP90AA1	0.330629388	0.053957668
DLGAP4	0.511655777	0.002867458
IGSF9B	0.220240466	0.393341318
NDC80	-0.314635382	0.019592044
AP4E1	0.039058038	0.763583858
RSBN1	-0.182336411	0.039065899
MAGI3	-0.298296547	0.029067947
CXCL2	-0.593325984	0.235018794
COL4A4	0.261565579	0.761909694
OSTM1	-0.10426401	0.567578827
CDH7	-0.549117259	0.759769624
PCNP	-0.291962838	0.010395545
EXD2	0.061168898	0.482335626
ARG2	0.30871509	0.050424662
PKP1	1.39246553	0.119060941
UBA5	-0.467560738	0.001540841
STK17B	-0.247598073	0.01885605
CDC14B	0.102530509	0.207362521
LRP2	-0.20852419	0.868485548
JMJD4	-0.147211055	0.186676583
DUSP12	-0.302762941	0.030252813
AACS	0.092655227	0.340422094
DELE1	0.310733192	0.004376635
CADPS2	-0.59532185	0.502107234
PCDHB4	0.262450051	0.812532215
HSPB11	-0.326940402	0.084623872
PHLPP1	-0.855234026	0.00141778
ATP8B1	-0.192347085	0.61614695
IL12RB2	0.234379896	0.865388928
WDR70	-0.229684134	0.003203735
FYB1	-0.531010551	0.537210162
STRADB	-0.253935046	0.045143175
BZW1	-0.369088574	0.001190797
C1QTNF3	0.509057914	0.642646037
ME2	-0.090321524	0.863284676
C5orf22	-0.26207524	0.000913507
FAM135A	0.695055342	0.000996147
COBLL1	-0.942293963	0.25329818
DLG3	0.474262793	0.007108591
KCNK2	0.400306669	0.710949282
SERTAD4	-1.006863891	0.112816521
TRAF5	-0.241255971	0.066678629
MRPL22	-0.151614966	0.313096404
GEMIN5	-0.180492773	0.110734538
ITGB5	-0.068971375	0.761909694
ERC1	0.080266889	0.343106347
XPO1	-0.1572953	0.00874585
RNF13	-0.944906813	1.45E-05
PALB2	-0.222108966	0.019072879
DOP1A	0.12538002	0.37258761
LYRM2	-0.0507791	0.564147247
BCKDHB	-0.027021004	0.802612063
TUT7	0.201641603	0.017894644
ULK2	0.223667151	0.075769807
TNPO1	-0.176751738	0.058229396
PLOD1	0.407538039	0.000825895
P2RX5	0.542295847	0.066982246
ITGAE	-0.547064351	0.006731397
DIS3	0.020778483	0.857509411
PIBF1	-0.493666772	0.00480199
NUFIP1	-0.241808222	0.071237697
PDS5B	-0.012277902	0.890907866
OXCT1	-0.296622009	0.004150566
RRAGB	0.24162082	0.065207468
CYLD	0.142332717	0.266196072
SLC27A5	-0.35363948	0.436971194
RPS5	-0.047944175	0.64508672
FAT1	-0.269358502	0.045628376
YTHDC1	0.149494334	0.05857775
CHMP2B	-0.265881513	0.002039637
SMAP2	-0.379566914	0.010044599
ZMPSTE24	0.03688953	0.680517344
STARD7	-0.181818038	0.004076598
NOA1	0.338644217	0.003553965
HAL	-0.257109543	0.793389955
SSH1	0.078832217	0.547541846
GSTP1	0.111942283	0.194460153
APLP2	-0.008559393	0.950581654
FAM234B	0.105398456	0.512273141
WBP11	-0.073829972	0.215854539
EIF3I	-0.159075085	0.066762975
NKAIN1	2.12877109	0.053822956
COL16A1	0.624861559	0.425187245
TXLNA	0.04961638	0.501374989
APOB	0.515547186	0.762660637
AGBL5	-0.564427095	0.004033982
EFR3B	-0.230042182	0.659837646
KIF3C	0.522780718	0.005794009
RAB10	-0.087478338	0.109013453
HADHA	0.061043324	0.309243329
MAPRE3	-0.042110451	0.752168524
CAD	-0.157742131	0.072712398
CD59	0.298494875	0.019007621
CD82	0.68365045	0.031295084
BCORL1	0.40413198	0.000697151
AK6	-0.295049361	0.057061017
SCAMP1	1.661579819	1.05E-05
PREP	-0.168341661	0.05501432
HACE1	-0.099204298	0.523747605
SEH1L	-0.160194234	0.062356351
WDR47	-0.219960574	0.034226874
WDFY1	-0.253356125	0.034020088
OVGP1	0.583276969	0.259971883
SLC25A24	-0.392622231	0.007876958
MAP3K4	0.153696265	0.140777529
IGSF9	1.151113821	0.00338673
ABCB1	-1.023329774	0.373677672
AKR1B1	-0.131331091	0.246385657
CPNE3	0.2514542	0.015492947
CTTN	-0.153295598	0.086934767
WNT11	0.644138713	0.503653491
MTIF2	-0.329104799	0.000457715
DDHD2	-0.502278262	7.29E-05
TTC39A	0.311277371	0.167280062
EPS15	-0.207530787	0.008527727
ORC1	-0.41055504	0.004506764
MGST2	-0.041854984	0.867890448
CHERP	0.031528839	0.717368918
ATG16L1	-0.253838	0.014343404
USP40	-0.237822178	0.043149616
POMGNT1	0.095521946	0.4822962
RAD54L	-0.607158856	0.004636747
MAST2	-0.168775138	0.220534365
DNAJA1	-0.150248024	0.084026614
B4GALT1	0.097763199	0.475291378
CHMP5	-0.069814848	0.475291378
DIMT1	-0.417540414	0.005097971
IPO11	0.654742978	0.000536584
EIF2AK1	-0.286725871	0.004493045
EPDR1	-0.496590776	0.116724021
SNX10	-0.678610604	0.001367946
SEPHS1	-0.034693229	0.62996035
MRPL28	-0.025172117	0.78745719
HBQ1	0.611853627	0.406267964
ITPKC	0.358040892	0.020594337
CEACAM6	-0.412316659	0.639799081
FAT2	0.413745953	0.633896297
RBM22	-0.144153821	0.034459494
TMED2	-1.075187422	7.80E-05
ERO1B	0.05157919	0.787563521
ZFAND6	0.998787719	2.35E-05
HSD17B2	0.017082976	0.982476091
LAT2	-0.827663042	0.109795912
HUWE1	-0.10387838	0.232240714
ZW10	-0.130157211	0.159223385
ALG9	0.361863185	0.001998517
ACOX3	0.151321245	0.234359439
MTMR2	-0.421440489	0.000467739
PPP1R15A	-0.225784931	0.245905736
HSD17B14	1.098112563	0.054926454
ACHE	1.061984365	0.025174038
FTL	0.176740146	0.092360996
SRRT	-0.231571925	0.008247679
BAX	-0.148826549	0.366756138
PIGS	0.039225594	0.539560729
TMPRSS11E	-1.540616818	0.206000952
PGS1	-0.012905985	0.928172833
PSMC5	-0.252390836	0.002129148
UIMC1	-0.083992688	0.435436794
MMP2	-0.943521037	0.007410283
LPCAT2	0.224823823	0.598589255
GNAO1	0.740194479	0.02876118
OGFOD1	-1.099442048	1.97E-05
SH3BP2	0.011393882	0.961367008
NOP14	-0.237520732	0.014266898
ADD1	0.022648092	0.839865771
L2HGDH	-0.132034691	0.209615582
TXNDC16	-0.358259807	0.083915654
RTRAF	-0.231774308	0.006779946
NID2	-0.139441295	0.901041086
GMCL1	-0.072812242	0.501071042
SF3B2	-0.091234696	0.243059395
KLHL42	0.714419742	0.000445622
GNAS	0.12907124	0.132670108
DNM1L	-0.06353589	0.285393248
PTHLH	-0.189720872	0.615313666
PHACTR3	-0.797289438	0.181161623
ERGIC2	-1.048148	1.02E-05
AURKA	-0.711637109	0.000223361
AAMDC	-0.300284513	0.124559652
METTL2A	-0.213691649	0.01862129
SULT2B1	0.697093948	0.036111909
ALG6	-0.062887354	0.490668884
GP6	0.761542259	0.410996765
PTPN4	-0.078766133	0.460970839
DDX18	-0.209623317	0.038739599
GNA11	0.071894337	0.448677431
ASAP3	1.322685422	0.000160277
EDEM2	-0.056849533	0.390554756
TPX2	-0.497386628	0.001025157
PDRG1	-0.339826284	0.001313392
EPB41L1	0.683716797	0.00472746
SLC15A1	0.720862219	0.180002077
DOCK9	0.70990397	0.001511089
ANKRD10	-0.097924916	0.437643524
TGDS	-0.30706626	0.036592274
DOCK3	0.462084773	0.035773809
C3orf18	0.023134713	0.960031997
COQ9	0.065232874	0.446043925
TMEM40	-0.081764744	0.900823271
KIF9	-0.225547455	0.162969726
ARHGAP28	0.118633839	0.929365353
CRLS1	0.12587749	0.211026224
PPP1R13B	0.313946296	0.020719009
ATRN	-0.079190078	0.406654691
SMOX	-0.706509934	0.010167094
FKBP1A	-0.067183287	0.402909886
NSFL1C	-0.067906374	0.62478312
SLC4A11	0.346267114	0.018715583
C20orf194	-0.184130258	0.158823238
MAVS	0.746422351	0.002352371
LZTS3	0.607117487	0.003754506
KIZ	-0.172591932	0.160911684
DYNLL1	-0.096074169	0.648226685
SNX5	-0.432209177	3.22E-05
RPL6	-0.109707553	0.132377768
MAPKAPK5	-0.443569277	0.000153894
RBBP9	-0.334763587	0.002235102
ANAPC5	0.045448714	0.555602774
SLC23A2	-0.329817141	0.006260876
SLC8B1	0.247832718	0.104156018
TMEM230	-0.138681034	0.054320333
DZANK1	-0.031282595	0.894160773
CFAP61	-0.098822748	0.936332683
TASP1	-0.394114855	0.000963711
OAS1	0.514252579	0.115448044
GCN1	-0.155394132	0.05271266
RPLP0	-0.079896886	0.398113632
PXN	-0.264312797	0.017830747
SIRT4	0.807387231	0.066133128
KIF16B	-0.184397703	0.043286593
TRMT6	0.099623363	0.406369639
CHGB	0.938030323	0.090417789
PEBP1	0.028719621	0.715547417
BRAP	-0.145571488	0.047542652
ERP29	-0.07725242	0.497259076
IGBP1	0.053614728	0.493868928
FXYD5	-0.143831842	0.131860215
GRAMD1A	0.265887772	0.080489646
FXYD3	0.054629011	0.980336105
CMTM1	-0.008438081	0.985680197
KCNH4	0.525211488	0.249422182
GANAB	0.088708869	0.419004403
GMIP	0.239180857	0.173248211
RBM41	0.14838024	0.190095419
LAG3	-0.439534683	0.688433559
MLF2	0.046743575	0.505495288
OTUB2	0.035083789	0.933625941
DDX24	-0.063272023	0.400641394
NECAP1	-0.032053215	0.696276283
ARHGAP4	0.581842824	0.330182049
ANKRD24	0.34532951	0.356796043
DHX32	0.014128954	0.88967441
GPATCH2L	0.037606716	0.768182835
LTBP4	0.183751788	0.206509836
BLVRB	0.232102641	0.013540335
SLC9A1	0.358756141	0.001385906
SPTLC1	0.88948005	3.61E-05
PAPOLA	0.287740165	0.00268919
PCBP4	0.210937086	0.150811894
YPEL3	0.851153866	0.072712398
MRPS33	-0.143859183	0.250519648
NDUFB2	0.056150376	0.836889624
NUDC	-0.318939136	0.006737087
MAEA	0.191092091	0.014511901
ICAM1	-0.658022636	0.098845419
STRN4	-0.104571199	0.09689171
IRAK3	-0.411268817	0.618594015
LYZ	-0.121455825	0.808847502
MUL1	-0.117323071	0.271869442
PDCD7	-0.202248601	0.014310642
SPG21	0.014113577	0.893884485
DNAJB11	-0.367862205	0.006428802
P3H2	0.053396173	0.879568595
THPO	0.546199876	0.696654403
CHRD	1.639041165	0.04989807
FLT3LG	-0.038948576	0.922858304
RAB11FIP3	0.258934978	0.016799894
GNPTG	0.028625479	0.841967195
GOLGA3	0.223136436	0.03864919
PABPC4	-0.150917042	0.057061017
CERS4	1.101165453	0.000944489
MCOLN1	0.426493847	0.000756754
USP48	-0.001785323	0.985920645
EFNB1	0.395824895	0.018230842
PDPR	0.674164985	0.000165916
AARS1	-0.064223834	0.602321201
GLG1	0.113481674	0.410106444
KIF4A	-0.017874906	0.903889291
TNRC6A	0.84649756	5.21E-05
PLEKHG2	-0.183264464	0.029381883
DLL3	0.215712121	0.685541353
NAT14	0.126496276	0.340422094
PITPNM2	0.252625126	0.179549153
EXOC1	0.082241567	0.512423818
RBM27	0.075896559	0.33369714
OSBPL8	-0.174226115	0.090172613
DTX2	0.102635214	0.612489645
PUS7	0.072109023	0.61266905
NRCAM	-0.508827536	0.439642198
LAMB1	-0.027553332	0.874642075
SLC26A4	0.280153442	0.777685971
DLD	-0.00691366	0.929227808
WDR7	-0.328927237	0.002823547
TXNL1	-0.14654405	0.059885315
ABCC6	0.196823306	0.759115032
CMTM6	-0.253253443	0.003663147
ITGA6	-0.473638363	0.007857368
RAPGEF4	-0.273724914	0.492292638
MAP3K20	-0.241147987	0.071903074
FH	-0.178236923	0.023701554
SEL1L3	-0.056132051	0.82075133
CDV3	-0.539350421	0.0001837
MYO15A	0.530262731	0.432396927
ALKBH5	-0.063590124	0.30257231
APOH	-1.103116858	0.473985878
NLRP1	-0.161031349	0.606570876
PITPNM3	0.40469737	0.018790207
SPAG7	-0.030582271	0.799853981
ORC6	-0.622234161	0.00105934
ZC3HC1	-0.241238508	0.02206577
RGS17	-0.474327035	0.432939067
TMEM101	0.30955298	0.008722363
CCDC80	0.525756097	0.071911823
PSME1	0.224245679	0.014856831
PPP2R3C	-0.489787249	0.001136375
HAUS4	-0.319986991	0.011420099
SLC7A8	0.6428875	0.348947963
OSGEP	-0.657606622	0.00044266
SLC22A17	0.329821026	0.679630351
RNF31	0.314487772	0.012217488
SCFD1	-0.149511723	0.051928706
G2E3	-0.384796756	0.007768833
HECTD1	-0.098482172	0.282454414
GEMIN2	-0.591689782	0.00136025
TGM1	0.949120803	0.005873244
TINF2	-0.066960147	0.446092283
SEMA6A	0.399323304	0.302746857
TRPM7	0.167917218	0.124357533
TYRO3	-0.19012064	0.160167668
WDR76	-0.685784798	0.001504453
SNAP23	-0.215538276	0.034602264
PHGDH	-0.337741514	0.044331948
COL9A3	0.37507181	0.072308609
MYL6	0.014032687	0.908535809
CLSPN	-0.522942077	0.000877332
RFFL	-0.331933175	0.002244192
UNC13D	0.27844052	0.325114432
MFSD11	0.097404627	0.236222616
DPYSL2	-0.1525812	0.221451104
TGFB2	0.79808489	0.079510258
GPATCH2	0.012745965	0.8995137
NUP50	-0.113216662	0.065525498
CDC45	-0.686196678	0.000630729
COMT	0.191848706	0.063230805
ADA2	1.229224965	0.451164935
ECHDC1	0.041256291	0.501374989
SEC22C	0.377275382	0.004603536
XYLB	-0.329809825	0.035732833
GABRP	1.136068382	0.187159899
CDC6	-0.485725528	0.001551194
UPRT	-0.11559598	0.348659805
CDC23	-0.165819956	0.048289825
AAAS	-0.193598721	0.05779883
FMO2	-0.054226953	0.969123796
SUCO	-0.317640216	0.00393561
MSH2	-0.404273195	0.001385666
MAP3K1	0.470699376	0.000348312
DHPS	-0.073433126	0.321125101
HOOK2	0.191461503	0.042403943
ARCN1	-0.110705046	0.130018979
EPB41L4B	-0.169536349	0.426739978
TMEM38B	-0.329804999	0.00457151
PSMD5	-0.053331161	0.490371203
PTGS1	0.12705439	0.900160972
NUP188	-0.154060732	0.078313058
CRAT	0.472992825	0.02018771
SH2D3C	1.869246166	0.024844858
NANS	0.137549128	0.294097164
TBC1D2	-0.032514454	0.90149867
WHRN	0.271316126	0.059000486
CWF19L1	-0.216752171	0.029358164
SEMA4G	0.83644864	0.000335054
BLNK	0.230003107	0.779217077
TLL2	0.613007827	0.242695865
CYP26A1	1.421536333	0.135036218
